beta,gamma,time,S,I,R,num_simulations,timestamp
0.8,0.7000000000000001,3.0,0.0,11.8,88.2,50,2025-04-07T21:22:54.959762
0.8,0.7000000000000001,4.0,0.0,5.44,94.56,50,2025-04-07T21:22:54.959763
0.8,0.7000000000000001,5.0,0.0,2.12,97.88,50,2025-04-07T21:22:54.959764
0.8,0.7000000000000001,6.0,0.0,1.02,98.98,50,2025-04-07T21:22:54.959765
0.8,0.7000000000000001,7.0,0.0,0.66,99.34,50,2025-04-07T21:22:54.959766
0.8,0.7000000000000001,8.0,0.0,0.5,99.5,50,2025-04-07T21:22:54.959767
0.8,0.7000000000000001,9.0,0.0,0.48,99.52,50,2025-04-07T21:22:54.959768
0.8,0.7000000000000001,10.0,0.0,0.44,99.56,50,2025-04-07T21:22:54.959769
0.8,0.7000000000000001,11.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959770
0.8,0.7000000000000001,12.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959771
0.8,0.7000000000000001,13.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959772
0.8,0.7000000000000001,14.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959773
0.8,0.7000000000000001,15.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959774
0.8,0.7000000000000001,16.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959776
0.8,0.7000000000000001,17.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959777
0.8,0.7000000000000001,18.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959778
0.8,0.7000000000000001,19.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959779
0.8,0.7000000000000001,20.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959780
0.8,0.7000000000000001,21.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959781
0.8,0.7000000000000001,22.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959782
0.8,0.7000000000000001,23.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959783
0.8,0.7000000000000001,24.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959784
0.8,0.7000000000000001,25.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959785
0.8,0.7000000000000001,26.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959786
0.8,0.7000000000000001,27.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959787
0.8,0.7000000000000001,28.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959788
0.8,0.7000000000000001,29.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959789
0.8,0.7000000000000001,30.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959790
0.8,0.7000000000000001,31.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959791
0.8,0.7000000000000001,32.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959792
0.8,0.7000000000000001,33.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959793
0.8,0.7000000000000001,34.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959794
0.8,0.7000000000000001,35.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959795
0.8,0.7000000000000001,36.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959796
0.8,0.7000000000000001,37.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959797
0.8,0.7000000000000001,38.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959798
0.8,0.7000000000000001,39.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959799
0.8,0.7000000000000001,40.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959800
0.8,0.7000000000000001,41.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959801
0.8,0.7000000000000001,42.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959802
0.8,0.7000000000000001,43.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959803
0.8,0.7000000000000001,44.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959803
0.8,0.7000000000000001,45.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959804
0.8,0.7000000000000001,46.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959805
0.8,0.7000000000000001,47.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959807
0.8,0.7000000000000001,48.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959808
0.8,0.7000000000000001,49.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959809
0.8,0.7000000000000001,50.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959810
0.8,0.7000000000000001,51.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959811
0.8,0.7000000000000001,52.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959812
0.8,0.7000000000000001,53.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959812
0.8,0.7000000000000001,54.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959813
0.8,0.7000000000000001,55.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959814
0.8,0.7000000000000001,56.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959815
0.8,0.7000000000000001,57.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959816
0.8,0.7000000000000001,58.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959817
0.8,0.7000000000000001,59.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959819
0.8,0.7000000000000001,60.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959820
0.8,0.7000000000000001,61.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959820
0.8,0.7000000000000001,62.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959821
0.8,0.7000000000000001,63.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959822
0.8,0.7000000000000001,64.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959823
0.8,0.7000000000000001,65.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959824
0.8,0.7000000000000001,66.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959825
0.8,0.7000000000000001,67.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959826
0.8,0.7000000000000001,68.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959827
0.8,0.7000000000000001,69.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959828
0.8,0.7000000000000001,70.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959829
0.8,0.7000000000000001,71.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959830
0.8,0.7000000000000001,72.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959831
0.8,0.7000000000000001,73.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959832
0.8,0.7000000000000001,74.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959833
0.8,0.7000000000000001,75.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959834
0.8,0.7000000000000001,76.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959835
0.8,0.7000000000000001,77.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959836
0.8,0.7000000000000001,78.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959837
0.8,0.7000000000000001,79.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959838
0.8,0.7000000000000001,80.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959839
0.8,0.7000000000000001,81.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959840
0.8,0.7000000000000001,82.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959841
0.8,0.7000000000000001,83.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959842
0.8,0.7000000000000001,84.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959843
0.8,0.7000000000000001,85.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959844
0.8,0.7000000000000001,86.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959845
0.8,0.7000000000000001,87.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959852
0.8,0.7000000000000001,88.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959853
0.8,0.7000000000000001,89.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959854
0.8,0.7000000000000001,90.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959855
0.8,0.7000000000000001,91.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959856
0.8,0.7000000000000001,92.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959857
0.8,0.7000000000000001,93.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959858
0.8,0.7000000000000001,94.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959859
0.8,0.7000000000000001,95.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959860
0.8,0.7000000000000001,96.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959861
0.8,0.7000000000000001,97.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959862
0.8,0.7000000000000001,98.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959863
0.8,0.7000000000000001,99.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959864
0.8,0.7000000000000001,100.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.959865
0.8,0.8,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:54.996987
0.8,0.8,1.0,0.0,44.34,55.66,50,2025-04-07T21:22:54.996993
0.8,0.8,2.0,0.0,18.44,81.56,50,2025-04-07T21:22:54.996995
0.8,0.8,3.0,0.0,8.0,92.0,50,2025-04-07T21:22:54.996996
0.8,0.8,4.0,0.0,3.22,96.78,50,2025-04-07T21:22:54.996997
0.8,0.8,5.0,0.0,1.18,98.82,50,2025-04-07T21:22:54.996998
0.8,0.8,6.0,0.0,0.74,99.26,50,2025-04-07T21:22:54.996999
0.8,0.8,7.0,0.0,0.64,99.36,50,2025-04-07T21:22:54.997000
0.8,0.8,8.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997001
0.8,0.8,9.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997002
0.8,0.8,10.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997003
0.8,0.8,11.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997005
0.8,0.8,12.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997006
0.8,0.8,13.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997007
0.8,0.8,14.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997008
0.8,0.8,15.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997009
0.8,0.8,16.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997010
0.8,0.8,17.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997011
0.8,0.8,18.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997012
0.8,0.8,19.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997013
0.8,0.8,20.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997014
0.8,0.8,21.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997015
0.8,0.8,22.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997016
0.8,0.8,23.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997017
0.8,0.8,24.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997018
0.8,0.8,25.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997019
0.8,0.8,26.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997020
0.8,0.8,27.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997021
0.8,0.8,28.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997022
0.8,0.8,29.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997023
0.8,0.8,30.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997024
0.8,0.8,31.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997025
0.8,0.8,32.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997026
0.8,0.8,33.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997027
0.8,0.8,34.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997028
0.8,0.8,35.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997029
0.8,0.8,36.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997030
0.8,0.8,37.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997031
0.8,0.8,38.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997032
0.8,0.8,39.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997033
0.8,0.8,40.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997034
0.8,0.8,41.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997035
0.8,0.8,42.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997036
0.8,0.8,43.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997037
0.8,0.8,44.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997038
0.8,0.8,45.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997039
0.8,0.8,46.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997040
0.8,0.8,47.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997041
0.8,0.8,48.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997042
0.8,0.8,49.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997043
0.8,0.8,50.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997044
0.8,0.8,51.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997045
0.8,0.8,52.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997046
0.8,0.8,53.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997047
0.8,0.8,54.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997048
0.8,0.8,55.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997049
0.8,0.8,56.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997050
0.8,0.8,57.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997051
0.8,0.8,58.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997052
0.8,0.8,59.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997053
0.8,0.8,60.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997054
0.8,0.8,61.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997055
0.8,0.8,62.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997056
0.8,0.8,63.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997057
0.8,0.8,64.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997058
0.8,0.8,65.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997059
0.8,0.8,66.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997060
0.8,0.8,67.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997061
0.8,0.8,68.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997066
0.8,0.8,69.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997067
0.8,0.8,70.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997068
0.8,0.8,71.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997069
0.8,0.8,72.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997070
0.8,0.8,73.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997071
0.8,0.8,74.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997072
0.8,0.8,75.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997073
0.8,0.8,76.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997074
0.8,0.8,77.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997075
0.8,0.8,78.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997076
0.8,0.8,79.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997077
0.8,0.8,80.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997078
0.8,0.8,81.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997079
0.8,0.8,82.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997080
0.8,0.8,83.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997081
0.8,0.8,84.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997082
0.8,0.8,85.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997083
0.8,0.8,86.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997084
0.8,0.8,87.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997085
0.8,0.8,88.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997086
0.8,0.8,89.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997087
0.8,0.8,90.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997088
0.8,0.8,91.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997089
0.8,0.8,92.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997090
0.8,0.8,93.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997091
0.8,0.8,94.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997092
0.8,0.8,95.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997093
0.8,0.8,96.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997094
0.8,0.8,97.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997095
0.8,0.8,98.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997096
0.8,0.8,99.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997097
0.8,0.8,100.0,0.0,0.62,99.38,50,2025-04-07T21:22:54.997098
0.8,0.9,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:55.033963
0.8,0.9,1.0,0.0,41.74,58.26,50,2025-04-07T21:22:55.033969
0.8,0.9,2.0,0.0,16.86,83.14,50,2025-04-07T21:22:55.033971
0.8,0.9,3.0,0.0,6.56,93.44,50,2025-04-07T21:22:55.033972
0.8,0.9,4.0,0.0,2.72,97.28,50,2025-04-07T21:22:55.033973
0.8,0.9,5.0,0.0,1.18,98.82,50,2025-04-07T21:22:55.033974
0.8,0.9,6.0,0.0,0.8,99.2,50,2025-04-07T21:22:55.033975
0.8,0.9,7.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033977
0.8,0.9,8.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033978
0.8,0.9,9.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033979
0.8,0.9,10.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033980
0.8,0.9,11.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033981
0.8,0.9,12.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033982
0.8,0.9,13.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033983
0.8,0.9,14.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033984
0.8,0.9,15.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033985
0.8,0.9,16.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033987
0.8,0.9,17.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033988
0.8,0.9,18.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033989
0.8,0.9,19.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033990
0.8,0.9,20.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033991
0.8,0.9,21.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033992
0.8,0.9,22.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033993
0.8,0.9,23.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033995
0.8,0.9,24.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033996
0.8,0.9,25.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033997
0.8,0.9,26.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033998
0.8,0.9,27.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.033999
0.8,0.9,28.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034000
0.8,0.9,29.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034002
0.8,0.9,30.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034034
0.8,0.9,31.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034037
0.8,0.9,32.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034039
0.8,0.9,33.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034040
0.8,0.9,34.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034041
0.8,0.9,35.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034042
0.8,0.9,36.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034044
0.8,0.9,37.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034045
0.8,0.9,38.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034046
0.8,0.9,39.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034047
0.8,0.9,40.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034048
0.8,0.9,41.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034050
0.8,0.9,42.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034052
0.8,0.9,43.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034054
0.8,0.9,44.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034055
0.8,0.9,45.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034056
0.8,0.9,46.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034057
0.8,0.9,47.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034058
0.8,0.9,48.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034059
0.8,0.9,49.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034060
0.8,0.9,50.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034061
0.8,0.9,51.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034062
0.8,0.9,52.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034063
0.8,0.9,53.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034064
0.8,0.9,54.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034066
0.8,0.9,55.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034067
0.8,0.9,56.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034068
0.8,0.9,57.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034069
0.8,0.9,58.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034070
0.8,0.9,59.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034071
0.8,0.9,60.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034072
0.8,0.9,61.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034073
0.8,0.9,62.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034074
0.8,0.9,63.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034076
0.8,0.9,64.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034077
0.8,0.9,65.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034078
0.8,0.9,66.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034079
0.8,0.9,67.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034080
0.8,0.9,68.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034081
0.8,0.9,69.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034082
0.8,0.9,70.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034083
0.8,0.9,71.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034085
0.8,0.9,72.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034086
0.8,0.9,73.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034087
0.8,0.9,74.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034088
0.8,0.9,75.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034089
0.8,0.9,76.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034090
0.8,0.9,77.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034091
0.8,0.9,78.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034092
0.8,0.9,79.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034093
0.8,0.9,80.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034094
0.8,0.9,81.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034095
0.8,0.9,82.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034096
0.8,0.9,83.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034097
0.8,0.9,84.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034098
0.8,0.9,85.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034099
0.8,0.9,86.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034100
0.8,0.9,87.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034101
0.8,0.9,88.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034102
0.8,0.9,89.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034103
0.8,0.9,90.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034104
0.8,0.9,91.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034105
0.8,0.9,92.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034106
0.8,0.9,93.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034108
0.8,0.9,94.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034109
0.8,0.9,95.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034119
0.8,0.9,96.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034120
0.8,0.9,97.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034121
0.8,0.9,98.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034122
0.8,0.9,99.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034123
0.8,0.9,100.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.034124
0.8,1.0,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:55.070647
0.8,1.0,1.0,0.0,37.3,62.7,50,2025-04-07T21:22:55.070652
0.8,1.0,2.0,0.0,13.58,86.42,50,2025-04-07T21:22:55.070654
0.8,1.0,3.0,0.0,4.68,95.32,50,2025-04-07T21:22:55.070655
0.8,1.0,4.0,0.0,1.52,98.48,50,2025-04-07T21:22:55.070656
0.8,1.0,5.0,0.0,0.94,99.06,50,2025-04-07T21:22:55.070657
0.8,1.0,6.0,0.0,0.78,99.22,50,2025-04-07T21:22:55.070658
0.8,1.0,7.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070659
0.8,1.0,8.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070660
0.8,1.0,9.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070661
0.8,1.0,10.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070662
0.8,1.0,11.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070663
0.8,1.0,12.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070664
0.8,1.0,13.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070665
0.8,1.0,14.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070667
0.8,1.0,15.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070668
0.8,1.0,16.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070669
0.8,1.0,17.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070670
0.8,1.0,18.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070671
0.8,1.0,19.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070672
0.8,1.0,20.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070673
