beta,gamma,time,S,I,R,num_simulations,timestamp
0.8,1.0,21.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070674
0.8,1.0,22.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070675
0.8,1.0,23.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070676
0.8,1.0,24.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070677
0.8,1.0,25.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070678
0.8,1.0,26.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070679
0.8,1.0,27.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070681
0.8,1.0,28.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070682
0.8,1.0,29.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070683
0.8,1.0,30.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070684
0.8,1.0,31.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070685
0.8,1.0,32.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070686
0.8,1.0,33.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070687
0.8,1.0,34.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070688
0.8,1.0,35.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070689
0.8,1.0,36.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070690
0.8,1.0,37.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070691
0.8,1.0,38.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070692
0.8,1.0,39.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070693
0.8,1.0,40.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070694
0.8,1.0,41.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070694
0.8,1.0,42.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070695
0.8,1.0,43.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070696
0.8,1.0,44.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070697
0.8,1.0,45.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070698
0.8,1.0,46.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070700
0.8,1.0,47.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070701
0.8,1.0,48.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070702
0.8,1.0,49.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070702
0.8,1.0,50.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070703
0.8,1.0,51.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070704
0.8,1.0,52.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070705
0.8,1.0,53.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070706
0.8,1.0,54.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070707
0.8,1.0,55.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070708
0.8,1.0,56.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070709
0.8,1.0,57.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070710
0.8,1.0,58.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070711
0.8,1.0,59.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070712
0.8,1.0,60.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070713
0.8,1.0,61.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070714
0.8,1.0,62.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070715
0.8,1.0,63.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070716
0.8,1.0,64.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070717
0.8,1.0,65.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070718
0.8,1.0,66.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070719
0.8,1.0,67.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070720
0.8,1.0,68.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070721
0.8,1.0,69.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070722
0.8,1.0,70.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070723
0.8,1.0,71.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070724
0.8,1.0,72.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070725
0.8,1.0,73.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070726
0.8,1.0,74.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070727
0.8,1.0,75.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070728
0.8,1.0,76.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070729
0.8,1.0,77.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070730
0.8,1.0,78.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070731
0.8,1.0,79.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070732
0.8,1.0,80.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070733
0.8,1.0,81.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070734
0.8,1.0,82.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070735
0.8,1.0,83.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070736
0.8,1.0,84.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070737
0.8,1.0,85.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070738
0.8,1.0,86.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070739
0.8,1.0,87.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070740
0.8,1.0,88.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070741
0.8,1.0,89.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070742
0.8,1.0,90.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070743
0.8,1.0,91.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070744
0.8,1.0,92.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070745
0.8,1.0,93.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070746
0.8,1.0,94.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070747
0.8,1.0,95.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070748
0.8,1.0,96.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070756
0.8,1.0,97.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070757
0.8,1.0,98.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070758
0.8,1.0,99.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070759
0.8,1.0,100.0,0.0,0.76,99.24,50,2025-04-07T21:22:55.070760
0.9,0.1,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:55.109638
0.9,0.1,1.0,0.0,89.48,10.52,50,2025-04-07T21:22:55.109644
0.9,0.1,2.0,0.0,81.16,18.84,50,2025-04-07T21:22:55.109645
0.9,0.1,3.0,0.0,73.2,26.8,50,2025-04-07T21:22:55.109646
0.9,0.1,4.0,0.0,66.48,33.52,50,2025-04-07T21:22:55.109647
0.9,0.1,5.0,0.0,60.12,39.88,50,2025-04-07T21:22:55.109649
0.9,0.1,6.0,0.0,54.2,45.8,50,2025-04-07T21:22:55.109650
0.9,0.1,7.0,0.0,48.68,51.32,50,2025-04-07T21:22:55.109651
0.9,0.1,8.0,0.0,44.04,55.96,50,2025-04-07T21:22:55.109652
0.9,0.1,9.0,0.0,40.08,59.92,50,2025-04-07T21:22:55.109653
0.9,0.1,10.0,0.0,36.2,63.8,50,2025-04-07T21:22:55.109654
0.9,0.1,11.0,0.0,32.78,67.22,50,2025-04-07T21:22:55.109655
0.9,0.1,12.0,0.0,29.72,70.28,50,2025-04-07T21:22:55.109656
0.9,0.1,13.0,0.0,26.86,73.14,50,2025-04-07T21:22:55.109657
0.9,0.1,14.0,0.0,24.14,75.86,50,2025-04-07T21:22:55.109658
0.9,0.1,15.0,0.0,21.94,78.06,50,2025-04-07T21:22:55.109659
0.9,0.1,16.0,0.0,19.96,80.04,50,2025-04-07T21:22:55.109660
0.9,0.1,17.0,0.0,17.56,82.44,50,2025-04-07T21:22:55.109661
0.9,0.1,18.0,0.0,15.7,84.3,50,2025-04-07T21:22:55.109662
0.9,0.1,19.0,0.0,13.84,86.16,50,2025-04-07T21:22:55.109663
0.9,0.1,20.0,0.0,12.48,87.52,50,2025-04-07T21:22:55.109665
0.9,0.1,21.0,0.0,11.18,88.82,50,2025-04-07T21:22:55.109666
0.9,0.1,22.0,0.0,10.2,89.8,50,2025-04-07T21:22:55.109667
0.9,0.1,23.0,0.0,9.08,90.92,50,2025-04-07T21:22:55.109668
0.9,0.1,24.0,0.0,8.22,91.78,50,2025-04-07T21:22:55.109669
0.9,0.1,25.0,0.0,7.48,92.52,50,2025-04-07T21:22:55.109670
0.9,0.1,26.0,0.0,6.7,93.3,50,2025-04-07T21:22:55.109671
0.9,0.1,27.0,0.0,6.04,93.96,50,2025-04-07T21:22:55.109672
0.9,0.1,28.0,0.0,5.42,94.58,50,2025-04-07T21:22:55.109673
0.9,0.1,29.0,0.0,4.74,95.26,50,2025-04-07T21:22:55.109674
0.9,0.1,30.0,0.0,4.2,95.8,50,2025-04-07T21:22:55.109675
0.9,0.1,31.0,0.0,3.78,96.22,50,2025-04-07T21:22:55.109676
0.9,0.1,32.0,0.0,3.36,96.64,50,2025-04-07T21:22:55.109677
0.9,0.1,33.0,0.0,3.06,96.94,50,2025-04-07T21:22:55.109678
0.9,0.1,34.0,0.0,2.64,97.36,50,2025-04-07T21:22:55.109679
0.9,0.1,35.0,0.0,2.24,97.76,50,2025-04-07T21:22:55.109681
0.9,0.1,36.0,0.0,1.98,98.02,50,2025-04-07T21:22:55.109682
0.9,0.1,37.0,0.0,1.7,98.3,50,2025-04-07T21:22:55.109683
0.9,0.1,38.0,0.0,1.4,98.6,50,2025-04-07T21:22:55.109684
0.9,0.1,39.0,0.0,1.2,98.8,50,2025-04-07T21:22:55.109685
0.9,0.1,40.0,0.0,0.94,99.06,50,2025-04-07T21:22:55.109686
0.9,0.1,41.0,0.0,0.8,99.2,50,2025-04-07T21:22:55.109687
0.9,0.1,42.0,0.0,0.7,99.3,50,2025-04-07T21:22:55.109688
0.9,0.1,43.0,0.0,0.66,99.34,50,2025-04-07T21:22:55.109689
0.9,0.1,44.0,0.0,0.62,99.38,50,2025-04-07T21:22:55.109690
0.9,0.1,45.0,0.0,0.56,99.44,50,2025-04-07T21:22:55.109691
0.9,0.1,46.0,0.0,0.46,99.54,50,2025-04-07T21:22:55.109692
0.9,0.1,47.0,0.0,0.44,99.56,50,2025-04-07T21:22:55.109693
0.9,0.1,48.0,0.0,0.38,99.62,50,2025-04-07T21:22:55.109694
0.9,0.1,49.0,0.0,0.3,99.7,50,2025-04-07T21:22:55.109695
0.9,0.1,50.0,0.0,0.28,99.72,50,2025-04-07T21:22:55.109696
0.9,0.1,51.0,0.0,0.22,99.78,50,2025-04-07T21:22:55.109697
0.9,0.1,52.0,0.0,0.22,99.78,50,2025-04-07T21:22:55.109698
0.9,0.1,53.0,0.0,0.22,99.78,50,2025-04-07T21:22:55.109699
0.9,0.1,54.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.109700
0.9,0.1,55.0,0.0,0.12,99.88,50,2025-04-07T21:22:55.109701
0.9,0.1,56.0,0.0,0.12,99.88,50,2025-04-07T21:22:55.109702
0.9,0.1,57.0,0.0,0.12,99.88,50,2025-04-07T21:22:55.109703
0.9,0.1,58.0,0.0,0.1,99.9,50,2025-04-07T21:22:55.109704
0.9,0.1,59.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109706
0.9,0.1,60.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109707
0.9,0.1,61.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109708
0.9,0.1,62.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109709
0.9,0.1,63.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109710
0.9,0.1,64.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109711
0.9,0.1,65.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109712
0.9,0.1,66.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109713
0.9,0.1,67.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109714
0.9,0.1,68.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109715
0.9,0.1,69.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109716
0.9,0.1,70.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109718
0.9,0.1,71.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109719
0.9,0.1,72.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109720
0.9,0.1,73.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109725
0.9,0.1,74.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.109726
0.9,0.1,75.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109727
0.9,0.1,76.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109728
0.9,0.1,77.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109729
0.9,0.1,78.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109730
0.9,0.1,79.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109731
0.9,0.1,80.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109732
0.9,0.1,81.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109733
0.9,0.1,82.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109734
0.9,0.1,83.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109735
0.9,0.1,84.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109736
0.9,0.1,85.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109737
0.9,0.1,86.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109738
0.9,0.1,87.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109739
0.9,0.1,88.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109739
0.9,0.1,89.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109740
0.9,0.1,90.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109741
0.9,0.1,91.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109742
0.9,0.1,92.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109743
0.9,0.1,93.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109744
0.9,0.1,94.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109745
0.9,0.1,95.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109746
0.9,0.1,96.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109747
0.9,0.1,97.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109748
0.9,0.1,98.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109749
0.9,0.1,99.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109752
0.9,0.1,100.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.109753
0.9,0.2,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:55.147277
0.9,0.2,1.0,0.0,80.22,19.78,50,2025-04-07T21:22:55.147283
0.9,0.2,2.0,0.0,66.38,33.62,50,2025-04-07T21:22:55.147285
0.9,0.2,3.0,0.0,53.88,46.12,50,2025-04-07T21:22:55.147286
0.9,0.2,4.0,0.0,44.2,55.8,50,2025-04-07T21:22:55.147287
0.9,0.2,5.0,0.0,36.28,63.72,50,2025-04-07T21:22:55.147288
0.9,0.2,6.0,0.0,29.22,70.78,50,2025-04-07T21:22:55.147289
0.9,0.2,7.0,0.0,23.66,76.34,50,2025-04-07T21:22:55.147290
0.9,0.2,8.0,0.0,19.5,80.5,50,2025-04-07T21:22:55.147291
0.9,0.2,9.0,0.0,16.12,83.88,50,2025-04-07T21:22:55.147292
0.9,0.2,10.0,0.0,13.04,86.96,50,2025-04-07T21:22:55.147293
0.9,0.2,11.0,0.0,10.88,89.12,50,2025-04-07T21:22:55.147294
0.9,0.2,12.0,0.0,8.62,91.38,50,2025-04-07T21:22:55.147295
0.9,0.2,13.0,0.0,6.92,93.08,50,2025-04-07T21:22:55.147296
0.9,0.2,14.0,0.0,5.6,94.4,50,2025-04-07T21:22:55.147297
0.9,0.2,15.0,0.0,4.32,95.68,50,2025-04-07T21:22:55.147298
0.9,0.2,16.0,0.0,3.22,96.78,50,2025-04-07T21:22:55.147299
0.9,0.2,17.0,0.0,2.54,97.46,50,2025-04-07T21:22:55.147300
0.9,0.2,18.0,0.0,1.76,98.24,50,2025-04-07T21:22:55.147302
0.9,0.2,19.0,0.0,1.36,98.64,50,2025-04-07T21:22:55.147303
0.9,0.2,20.0,0.0,1.02,98.98,50,2025-04-07T21:22:55.147304
0.9,0.2,21.0,0.0,0.78,99.22,50,2025-04-07T21:22:55.147305
0.9,0.2,22.0,0.0,0.56,99.44,50,2025-04-07T21:22:55.147306
0.9,0.2,23.0,0.0,0.42,99.58,50,2025-04-07T21:22:55.147307
0.9,0.2,24.0,0.0,0.3,99.7,50,2025-04-07T21:22:55.147308
0.9,0.2,25.0,0.0,0.28,99.72,50,2025-04-07T21:22:55.147309
0.9,0.2,26.0,0.0,0.22,99.78,50,2025-04-07T21:22:55.147310
0.9,0.2,27.0,0.0,0.2,99.8,50,2025-04-07T21:22:55.147311
0.9,0.2,28.0,0.0,0.12,99.88,50,2025-04-07T21:22:55.147312
0.9,0.2,29.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.147313
0.9,0.2,30.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.147314
0.9,0.2,31.0,0.0,0.08,99.92,50,2025-04-07T21:22:55.147315
0.9,0.2,32.0,0.0,0.06,99.94,50,2025-04-07T21:22:55.147316
0.9,0.2,33.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147317
0.9,0.2,34.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147318
0.9,0.2,35.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147319
0.9,0.2,36.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147320
0.9,0.2,37.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147321
0.9,0.2,38.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147322
0.9,0.2,39.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147323
0.9,0.2,40.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147324
0.9,0.2,41.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147325
0.9,0.2,42.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147326
0.9,0.2,43.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147327
0.9,0.2,44.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147328
0.9,0.2,45.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147329
0.9,0.2,46.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147330
0.9,0.2,47.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147332
0.9,0.2,48.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147333
0.9,0.2,49.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147334
0.9,0.2,50.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147338
0.9,0.2,51.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147339
0.9,0.2,52.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147340
0.9,0.2,53.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147341
0.9,0.2,54.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147342
0.9,0.2,55.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147343
0.9,0.2,56.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147344
0.9,0.2,57.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147345
0.9,0.2,58.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147346
0.9,0.2,59.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147347
0.9,0.2,60.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147348
0.9,0.2,61.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147349
0.9,0.2,62.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147350
0.9,0.2,63.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147351
0.9,0.2,64.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147352
0.9,0.2,65.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147353
0.9,0.2,66.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147354
0.9,0.2,67.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147355
0.9,0.2,68.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147356
0.9,0.2,69.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147357
0.9,0.2,70.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147358
0.9,0.2,71.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147359
0.9,0.2,72.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147360
0.9,0.2,73.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147361
0.9,0.2,74.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147363
0.9,0.2,75.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147364
0.9,0.2,76.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147365
0.9,0.2,77.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147366
0.9,0.2,78.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147367
0.9,0.2,79.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147368
0.9,0.2,80.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147369
0.9,0.2,81.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147370
0.9,0.2,82.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147371
0.9,0.2,83.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147372
0.9,0.2,84.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147373
0.9,0.2,85.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147374
0.9,0.2,86.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147375
0.9,0.2,87.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147376
0.9,0.2,88.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147377
0.9,0.2,89.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147378
0.9,0.2,90.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147379
0.9,0.2,91.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147380
0.9,0.2,92.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147381
0.9,0.2,93.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147382
0.9,0.2,94.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147383
0.9,0.2,95.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147384
0.9,0.2,96.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147385
0.9,0.2,97.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147386
0.9,0.2,98.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147387
0.9,0.2,99.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147388
0.9,0.2,100.0,0.0,0.04,99.96,50,2025-04-07T21:22:55.147389
0.9,0.3,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:55.184756
0.9,0.3,1.0,0.0,73.64,26.36,50,2025-04-07T21:22:55.184762
0.9,0.3,2.0,0.0,54.76,45.24,50,2025-04-07T21:22:55.184764
0.9,0.3,3.0,0.0,39.8,60.2,50,2025-04-07T21:22:55.184765
0.9,0.3,4.0,0.0,29.34,70.66,50,2025-04-07T21:22:55.184766
0.9,0.3,5.0,0.0,21.1,78.9,50,2025-04-07T21:22:55.184767
0.9,0.3,6.0,0.0,15.54,84.46,50,2025-04-07T21:22:55.184768
0.9,0.3,7.0,0.0,11.52,88.48,50,2025-04-07T21:22:55.184769
0.9,0.3,8.0,0.0,8.3,91.7,50,2025-04-07T21:22:55.184771
0.9,0.3,9.0,0.0,6.02,93.98,50,2025-04-07T21:22:55.184772
0.9,0.3,10.0,0.0,3.96,96.04,50,2025-04-07T21:22:55.184773
0.9,0.3,11.0,0.0,2.78,97.22,50,2025-04-07T21:22:55.184774
0.9,0.3,12.0,0.0,1.82,98.18,50,2025-04-07T21:22:55.184775
0.9,0.3,13.0,0.0,1.26,98.74,50,2025-04-07T21:22:55.184776
0.9,0.3,14.0,0.0,0.88,99.12,50,2025-04-07T21:22:55.184778
0.9,0.3,15.0,0.0,0.54,99.46,50,2025-04-07T21:22:55.184779
0.9,0.3,16.0,0.0,0.4,99.6,50,2025-04-07T21:22:55.184780
0.9,0.3,17.0,0.0,0.32,99.68,50,2025-04-07T21:22:55.184781
0.9,0.3,18.0,0.0,0.24,99.76,50,2025-04-07T21:22:55.184782
0.9,0.3,19.0,0.0,0.2,99.8,50,2025-04-07T21:22:55.184783
0.9,0.3,20.0,0.0,0.2,99.8,50,2025-04-07T21:22:55.184784
0.9,0.3,21.0,0.0,0.16,99.84,50,2025-04-07T21:22:55.184785
0.9,0.3,22.0,0.0,0.16,99.84,50,2025-04-07T21:22:55.184786
0.9,0.3,23.0,0.0,0.16,99.84,50,2025-04-07T21:22:55.184787
0.9,0.3,24.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184788
0.9,0.3,25.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184789
0.9,0.3,26.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184791
0.9,0.3,27.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184792
0.9,0.3,28.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184793
0.9,0.3,29.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184794
0.9,0.3,30.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184795
0.9,0.3,31.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184796
0.9,0.3,32.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184797
0.9,0.3,33.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184798
0.9,0.3,34.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184799
0.9,0.3,35.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184800
0.9,0.3,36.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184801
0.9,0.3,37.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184803
0.9,0.3,38.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184804
0.9,0.3,39.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184805
0.9,0.3,40.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184806
0.9,0.3,41.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184807
0.9,0.3,42.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184808
0.9,0.3,43.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184809
0.9,0.3,44.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184810
0.9,0.3,45.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184811
0.9,0.3,46.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184812
0.9,0.3,47.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184814
0.9,0.3,48.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184815
0.9,0.3,49.0,0.0,0.14,99.86,50,2025-04-07T21:22:55.184816
